시군구,기타관광쇼핑,대형쇼핑몰,레저용품쇼핑,면세점,기타숙박,캠핑장/펜션,콘도,호텔,일반외식업,제과음료업,골프장,관광유원시설,기타레저,문화서비스,스키장,여행업,렌터카,수상운송,육상운송,항공운송,뷰티,의료관광
서울특별시 성동구,3977815334,7406676983,547236204,357081,1007743810,65524825,213927459,6892040026,18592813671,3151894221,678572199,945988215,556478693,790710068,0,496502329,389264333,236819,479853327,95838,1009548181,240080678
서울특별시 성북구,4471289206,8401804110,555331177,192481,1129004173,61761244,241934295,7349177948,21174457851,2411974265,632994102,1037557121,469628006,705611659,0,476090554,487645792,373192,539130866,94511,1023265570,255237819
서울특별시 송파구,9266971576,14690786921,989505459,160587,1831223362,133180840,515440997,13378338145,44830263509,6280518071,1226495912,2069146880,892433436,1543173915,0,875326809,936410106,408455,959380301,106496,2099918798,508207700
서울특별시 양천구,4301747829,8568158033,511154783,74779,1127931855,76677097,235686652,7146018994,19092409994,3167114459,602987615,896492595,445333107,699853704,0,412788016,439720112,231360,560353309,60149,1063592214,255562697
서울특별시 영등포구,4484140104,8784650898,499146215,345938,992825602,61627628,296363340,6291046459,21285402770,2570352630,624971716,913081262,532102969,874014568,0,513283796,525117254,266137,580945950,73326,1068087393,267595488
서울특별시 용산구,4493001841,9464682798,586271966,431401,1191634246,66717690,224588044,6420798549,18276519066,2552565532,585239979,1049573252,491843404,730188537,0,420936937,364697712,325631,548965384,100099,956453719,245549491
서울특별시 은평구,4274733868,9131822356,596924118,92497,1075730101,74672010,261249894,6010560801,21013300695,2931831769,685323674,902450245,465471659,777857982,0,442901012,417754444,40973,567475665,86795,971223622,266768692
서울특별시 종로구,8859881452,15514856462,1201516740,538331,1925606664,136170092,537081653,14236342895,43957417035,5235333344,1115264590,2034839595,1024589697,1384826956,0,900375294,939887552,41541,939688014,103119,1678097077,474965040
서울특별시 중구,8085601438,18273533777,1277707293,34227260257,2274886790,153428330,505581703,14532538127,43851815159,5130404433,1283311335,1700199443,959921884,1630581706,0,814735141,977766492,177646,1186238456,116116,1916212139,531698604
서울특별시 중랑구,4507756541,7808853128,609031699,397653,1236855063,61273234,288039885,7144782588,23816099572,2769427772,673612556,833480715,461182795,653988798,0,494108914,484957114,453181,499304220,121346,833919072,236943713
세종특별자치시 세종특별자치시,902895149,2342191856,125274710,530142,305588061,191981678,726672271,1725951621,4932792128,811481368,141869648,224707027,110641660,167310036,0,108576261,116830574,134168,123633491,74212,233225509,66989576
울산광역시 남구,1672969673,3433174019,257859619,333050,479910447,286242583,1147470344,3251031807,8773610426,1194632773,229762138,396649530,231417796,352187537,0,195562353,212021080,206087296,232651268,137994,426307517,115173386
울산광역시 동구,2029372888,4134769507,232882490,304608,468968947,338928377,1301872691,2632838134,9320223765,1327827751,282547063,437038240,219874378,370558296,0,221191016,181065597,404433,263840715,43338,483370424,96072084
울산광역시 북구,1934032594,3854034058,256792044,13025584465,420489465,314625323,1079681687,3130867802,8163346210,1272319035,248733699,400072813,190220199,314299940,0,188809282,232069261,293653,236873853,10682710453,393241218,124175426
울산광역시 울주군,2174785709,3689276510,270504691,652430,417804525,320364013,1039472285,2747258580,10317578881,1231013989,243807548,361586299,235432434,375583416,0,212302724,183610378,211935988,219987371,22636,474245244,90983703
울산광역시 중구,1724706250,3344834630,236311460,691081,395331584,345904767,1211124318,3080725655,10008255066,1306955495,276009205,494434295,211988232,383654299,0,203663370,206323298,83244,243417901,109248,428478002,117112914
인천광역시 강화군,1633735349,4030826006,241458713,448876,508578248,864989211,2851154917,3099985935,8585760188,1115630335,292090617,386112616,218843722,339574201,0,194731401,216966076,209915893,255184383,30187,430345962,115800885
인천광역시 계양구,2130968372,4166718153,246681843,283381,532809775,324728226,1288899834,2917807874,8628274328,1107371706,311022735,464734974,239023735,337129841,0,218617619,187352796,541290,235651774,56620,398759090,122291887
인천광역시 남동구,1594295543,4101989365,264425418,51964,525892653,299974258,989109196,2960600883,10746832173,1176172300,318154448,441833133,243027663,402133835,0,180160377,174608205,306163,247146326,116097,427256004,125265772
인천광역시 동구,1669736928,3338686487,218276892,646316,485714971,318200310,1266816951,3443533531,10273456778,1157773815,231699786,392694993,222437251,343920619,0,222934070,229232778,213748,258000978,33499,405496993,107732057
인천광역시 미추홀구,2013453157,3374839743,267653378,428534,490148525,352089314,994731369,3359540059,9730221238,1312176312,261203432,421641070,179343875,322497477,0,213018382,175369438,280042,249591229,81404,471592169,97387932
인천광역시 부평구,1673860737,3943634279,212833693,601015,413005183,348961701,1083417270,2599395139,9492582543,1353063090,240052883,461913264,221999917,297943221,0,206952796,184156457,411561,238686791,118467,497818935,104877119
인천광역시 서구,1810082454,3191069263,213627319,160885,446098303,338141214,1045169059,3031654375,9029449860,1412695625,302172635,430025157,206507830,340470568,0,193918277,180552150,347489,220926497,131271,410131748,104586295
인천광역시 연수구,2115441197,4209703295,251575858,97156,412506033,275845776,1243499555,2696683323,9195663255,1379863943,297501884,411409716,192589301,356682162,0,196365508,227596341,247386427,209990348,35864,434427117,117679902
인천광역시 옹진군,1925858111,3232633288,239470817,25832,529317165,281318357,1111307306,3085457646,10736634919,1462696735,269911221,473849884,212916920,365209374,0,177343697,187534276,222756136,204883100,113430,420928478,96472790
인천광역시 중구,2164210695,3944546818,236546786,7372478005,493735516,354844287,1054763673,3286190434,10658245435,1441325782,282354909,431194144,206732010,385692876,0,217238642,196834291,96975,255187399,10356365031,369682136,126675861
전라남도 강진군,971768034,1846362363,146785756,617858,285496631,178040597,638251014,1579096489,5139529241,657493805,128637690,220844763,102682106,226764282,0,108444389,120939822,114038528,139011119,59697,211650502,56075220
전라남도 고흥군,1045034978,2018098458,155320104,391024,282208465,189459743,575486868,1957567009,4532459870,750599028,142372769,217782284,119638303,183333198,0,97844099,107120662,131536678,143792810,137621,220479089,63653676
전라남도 곡성군,884507941,1930228778,136824327,136386,215642864,197945574,739877281,1472641504,4803177316,823395611,163364139,226413333,101942041,170101490,0,111144843,96337690,393304,138755119,96081,206733613,61354193
전라남도 광양시,1048043301,2468313135,141361182,559647,256581901,194622883,584995249,1680781517,4819060096,645416700,142794910,217722024,107828715,188601647,0,99469223,95124502,104914082,110764244,153486,205644066,55374728
전라남도 구례군,1111146568,1845332812,139607686,571960,251450048,182820823,657146273,1585208208,4616451983,684904796,164163163,237996825,128742335,182886617,0,103044030,96367668,257987,132044748,128662,219387373,66503943
전라남도 나주시,1002850468,2024535020,133835382,228453,258067639,155385975,697733799,1824800996,5304418523,817941600,149207354,219815992,124500925,191434403,0,106228562,99859063,516156,132229250,7633,259768825,60629709
전라남도 담양군,1031192905,2349679176,128900612,188261,251615526,168069196,637561443,1734633781,5360503464,721961902,131375435,239696552,112617554,169264468,0,115237018,107882671,209215,143842042,104887,250884203,64327398
전라남도 목포시,1145145193,2240041471,138782154,496319,303043014,184577150,702579768,1650836719,5646598289,745721542,150746060,252459579,122755836,189815088,0,120756352,100535223,123974957,125359387,52367,224311402,51666290
전라남도 무안군,915270521,2204300683,156014631,401601,289774916,159879965,679231724,1599969724,4557757033,618459960,157837252,253482450,136258718,186858419,0,113355963,114146278,122610271,141238663,102744,201246876,67168751
전라남도 보성군,1027994880,2081438909,136365724,342145,295513272,150796564,704858281,1904098623,4542846206,827680983,170013781,264639500,134922896,231966417,0,103466210,117462257,124815426,133701349,20828,227962731,53939898
전라남도 순천시,1048357093,2138337108,144698148,40594,277875253,198836187,686114806,1521593353,4656493794,786314114,175222641,229733727,119066843,190016205,0,116164154,104399044,114249648,141862088,147745,226615871,56148453
전라남도 신안군,891981209,2151039793,156651950,725084,285201015,175943395,685504190,1664858767,5504304601,806856664,141887747,231342450,115722846,169832429,0,121487762,129267063,116521006,119513936,106042,249272751,67649884
전라남도 여수시,969671861,1919981010,135442150,7633982447,277138689,167204022,577390948,1702443534,4600099691,712049568,156366080,260990343,130739263,225407974,0,118750263,116754951,106246258,110080935,5207696121,233704127,64493873
전라남도 영광군,1145165295,1963747980,128130184,595093,247202281,161474078,577979777,1893581884,5346682600,782006928,168982876,232430101,103853946,167596422,0,130747546,109346024,107584612,124714019,7206,216645569,71065205
전라남도 영암군,1070363219,1824730364,151782154,335645,260764753,154475991,684255545,1779281803,5070103109,819473731,131415016,219554180,101582476,202810049,0,109848241,113222895,117761292,144326116,120729,231636680,60840908
전라남도 완도군,1123242368,2051543493,137723869,245443,225703588,164305059,636431902,1588421036,5566524220,852498693,146274004,224757942,118921420,176730258,0,112595126,110253443,125457320,126826812,55977,246060816,57500693
전라남도 장성군,1122374475,1899298130,124387478,591253,263964832,184371706,631751003,1659639914,4506899851,670678538,138600359,254547132,106711822,163652746,0,111975305,122925501,400233,122611665,11297,237997534,67311757
전라남도 장흥군,980498660,2030978076,129348998,519087,246095893,177810391,663092164,1631218702,5309965730,698490534,136272852,229875659,134636084,217253533,0,109000169,96323888,126219309,124581030,117386,214933445,65136848
전라남도 진도군,887020150,2009346629,143856550,565690,226775745,201164411,592768920,1890383347,5590870403,699406788,168980044,208099142,113686731,201825446,0,113079873,97408520,105744076,114054282,93990,228930852,53506792
전라남도 함평군,1002153586,1747925668,148434623,258283,248707903,174464875,562694857,1594831146,5811823308,721479256,145776988,207389923,108400861,224701541,0,109193889,92366331,120181828,112384143,109056,255503873,54675592
전라남도 해남군,1171134690,2079816389,137647457,506403,225743523,154193676,601160493,1655728299,4386159458,709300366,154419600,235562023,116304435,211290058,0,111289471,97469259,104215967,133902560,60787,217814370,54836684
전라남도 화순군,927676273,2280546789,155397749,389681,266029083,181910252,564846284,1977734507,5598094034,685651111,127724328,209727584,110238530,168318263,0,100400724,105068304,381272,138397351,34701,229874157,60185092
전북특별자치도 고창군,913189388,1796060424,145502612,562700,270710178,164811839,695651971,1775095203,4562972845,832307217,128534888,276511160,117825415,226674738,0,115758267,100183468,100941772,136408723,120643,248157468,59560343
전북특별자치도 군산시,1159580287,1899449495,135395136,548742,280410546,168840347,700045614,1946397181,5432056882,736062390,160620086,261439868,121993279,162599996,0,122263270,103881455,124349595,123238706,20927,261241506,52570257
전북특별자치도 김제시,1088264188,1900761055,139398892,27334,278294661,182701909,560994735,1825559373,5514258937,821543925,123757041,255673084,122647185,192916872,0,104870411,104520277,110094081,144064922,67826,226560935,59446471
전북특별자치도 남원시,1036565288,1915650030,144256376,27901,244281537,156855631,677473795,1627253459,5143976997,644432876,159460614,222973639,133701903,185976367,0,109502336,99174124,151153,127176407,8023,252116184,54896591
전북특별자치도 무주군,1021122844,2014658024,155840206,157564,218458599,184009491,701106531,1559079706,5169767610,618704196,155566407,250069339,116155953,190314332,5658796515,104057760,92966167,425456,136758274,43871,263684492,58532697
전북특별자치도 부안군,1154250622,2352289927,138498738,393231,238821021,165142515,623727560,1720249304,5274106410,703604076,160162610,217932236,109124796,172000416,0,100420020,101762164,112049882,140430523,41232,263289620,55557729
전북특별자치도 순창군,954534426,1991466992,130791186,217682,254065854,182700638,653430289,1742256577,5957939648,854803187,155339969,217017525,138318960,163467028,0,129659201,104425022,655321,117290161,82390,243948566,56201613
전북특별자치도 완주군,1123850179,2276949499,137351961,251570,272768084,190316887,549854627,1667250548,5070687834,826351998,138382628,215998781,112239713,169336040,0,125357741,108074154,245806,133134165,62633,246421117,63756027
전북특별자치도 익산시,969281515,2056736354,125112019,154859,278740783,197296690,717062946,1582266380,5434994051,627760260,153032409,244937591,100735673,211504564,0,104683755,118808733,496865,149430928,2220,260930541,65294403
전북특별자치도 임실군,1092987646,1933120924,159122457,652431,268597092,169712502,621239762,1735738391,5289957690,622458861,143567088,271760524,136536941,169055326,0,105588181,119893728,580821,142325304,71417,259293006,52599488
전북특별자치도 장수군,1091026074,2214032223,151631645,671445,240104634,157560276,700338500,1666721999,5841677630,696699420,138168591,256891042,123106296,180689088,0,116541060,109434740,164357,144778609,51634,229415192,57898190
전북특별자치도 전주시,1131802073,2443219599,120788243,266206,224790324,170280690,730821085,1418705359,5984602475,737415204,161792380,230609705,114947235,213901780,0,118009682,107327830,169745,151506662,143772,231898639,58923671
전북특별자치도 정읍시,991378238,2074039411,138835762,170559,232372706,172351587,575462859,1649358146,5364324286,690156724,167106573,236602478,118403533,184775104,0,122375564,119905445,280722,133563454,76117,239318918,54577298
전북특별자치도 진안군,1036146518,2488787243,140983870,194945,248584878,173589872,615963785,1900580840,4704798625,755044591,148038978,221049363,127398234,214397156,0,124449910,121378444,539635,112734532,14297,214067610,64662963
제주특별자치도 서귀포시,4501298130,7518687506,619810394,19319314822,946399020,1907006472,8108447854,6163351977,22320335854,2453023109,573385691,1003563082,517862167,880330997,0,487168080,3005807558,398337876,549211598,58329,951741571,266861911
제주특별자치도 제주시,4310570692,7652552050,551716009,19254664835,1119060238,1792860429,8401436677,6703549451,18381774766,2836991116,564229430,1080089544,462380402,845006892,0,413297648,2605537066,448561951,457975456,19533323997,957743544,229097748
충청남도 계룡시,1015232248,2011995672,153465885,169321,288909711,182622803,678789152,1615589224,5450496004,827358651,142861984,246469127,135377598,218887287,0,100750582,101679138,401684,121598594,148561,220568528,53727301
충청남도 공주시,1025822328,2323745961,125222012,49947,225920742,177299783,681019970,1890679356,5789599365,761998294,173398565,212806967,109481650,184803237,0,110469706,110356290,320567,140449678,33864,270296213,61497014
충청남도 금산군,1041464801,2209761435,127932808,42984,259170740,173021649,556865811,1574853749,6126588584,814314812,143338007,211767140,106580754,185547240,0,96974581,121762790,401000,137189169,127088,233905182,63817877
충청남도 논산시,942620912,1860350914,155182082,294714,288607618,180970114,738416873,1920340333,5109751496,773522022,173958944,258354424,128928564,203919077,0,99969870,107761914,272609,135696936,22871,262776416,56466856
충청남도 당진시,1154752518,1912951709,136110724,205858,259651071,176770439,628512133,1581669785,4893661991,638344698,149300685,270570236,124434374,191802715,0,101061154,110241970,106380121,138064426,7352,203978716,58450895
충청남도 보령시,959080317,1992427542,153468206,457087,276837684,187836848,588110006,1643682383,4701895418,615800794,167663771,261685874,116264710,205531825,0,127848997,97927065,101885713,132848376,101317,200734487,56769943
충청남도 부여군,1012601718,1928445240,153834951,511341,263193581,173110821,751871603,1736862630,5268390954,713303012,170340245,251024521,125626689,216355705,0,110123822,118455466,618207,151937701,63779,243672038,50569373
충청남도 서산시,1154493354,2111174428,117642501,45009,253010007,185248473,630332560,1821531382,4672556068,743461648,148243544,225853442,116097826,208761503,0,100841844,129405240,125953352,150241596,77126,220333413,66972462
충청남도 서천군,1039182468,2201352189,151336870,565101,230104820,148159637,535111445,1879406000,4832470779,782840364,169722970,248997492,109466122,214963972,0,120985707,117614456,132737454,134492537,116964,210316686,65458227
충청남도 아산시,932229855,1986038317,158550415,123876,239957450,180498371,681493116,1558618782,5919063306,606239037,139194258,249869626,112936249,213296547,0,122579734,97950397,508918,116635308,106331,256592025,66436244
충청남도 예산군,1131198000,1949135275,130194379,170603,270129541,168757996,539122443,1746115378,4505736046,682274101,147510490,250734067,122717775,177027602,0,119678599,120836630,134295,118432458,12403,216326856,60559330
충청남도 천안시,1094822028,2221608276,134939820,515048,225384446,188630012,716121063,1597336831,5546176402,675240649,153839160,261890210,124066878,214065492,0,100205141,119472489,208103,122711869,72758,267132375,58007588
충청남도 청양군,1146082985,1739053412,118326929,711403,256871427,154707584,754383675,1643624276,5446801693,651881403,146621506,229728197,107399332,170212543,0,99927683,97124403,75823,126430410,69296,217982414,53052599
충청남도 태안군,885100224,2268252715,124550505,650831,294828244,156134064,584560087,1587398458,5243787581,809307929,139135624,243176309,111431345,194782975,0,101088122,106828196,137082232,146286580,24420,241935299,61756501
충청남도 홍성군,1002475616,2205770294,133282178,475386,245419226,153269312,583468920,1640898901,4774921017,628530957,147991310,218569482,100312448,177220143,0,109523897,100123839,371041,116207590,6688,266611300,62576296
충청북도 괴산군,898512744,2003705007,151313046,173693,256948237,186049820,633799492,1849119462,5344698564,832370925,157289500,220620004,116871282,171353514,0,116413840,119764799,279610,118646551,84913,226938757,62680465
충청북도 단양군,891233336,1928684914,141887982,52264,292285949,159921765,720164387,1633988715,6087666325,821130339,160800649,235005054,106088967,192824405,0,97941409,106114579,324248,130086467,35913,275887747,55644297
충청북도 보은군,1039704641,2055820208,148918402,752966,237329437,162794699,686369253,1877753761,5908531724,676448544,159637669,252081483,105439323,193366857,0,101301205,127719945,254027,123371401,24143,249636851,60236645
충청북도 영동군,1141635176,2164887435,138668364,126080,271285734,164192501,678065763,1610403155,5662422867,677957400,126286263,220097090,120422977,172989683,0,111559680,92631193,429519,143807536,100761,225948660,63898371
충청북도 옥천군,1049401433,2055895731,117693786,360891,280075868,169022748,681958678,1610582632,5421064738,817378798,152335896,224899863,117296066,209428538,0,126913610,100004142,571461,135897144,10796,266110858,60358943
충청북도 음성군,882900572,1867570813,153869852,627752,296484313,171674029,560766257,1994870702,5063764644,679406091,147362053,264401363,116704954,177568939,0,108887968,116238712,554436,116819137,85729,275524373,58288475
충청북도 제천시,1211358764,2084092669,124241562,156058,245324918,168910058,684092285,1731879989,4715888975,835950059,151187669,256303050,102871797,169018381,0,103675599,103801826,374464,115835590,74639,262173593,69357382
충청북도 증평군,1028636323,2158499156,142284088,285741,293782115,187070551,624804630,1879725187,4540107749,832254312,133675247,242015332,132692782,183833164,0,104003675,122894942,535540,151077031,27756,232326555,57220942
충청북도 진천군,1082050132,2075024837,119030142,634610,232001148,167093113,735420289,1927148536,5128078828,712941329,168568731,205492729,126173281,219672027,0,100391987,128963555,642984,115560680,127650,257738409,65477642
충청북도 청주시,1213236504,1974069526,142358957,6894578792,259258277,155261960,733763472,1842519573,5278838606,770518482,141053567,245469339,127704892,195726976,0,114333760,104950284,296134,112069812,6308017642,213048385,55395161
충청북도 충주시,876327003,1977574917,139182633,81646,279543295,164231118,605362907,1679972303,4686110335,620768176,154929356,241453460,119305579,220676828,0,123213780,96590102,468560,126241178,96984,238831420,51437937
