시군구,기타관광쇼핑,대형쇼핑몰,레저용품쇼핑,면세점,기타숙박,캠핑장/펜션,콘도,호텔,일반외식업,제과음료업,골프장,관광유원시설,기타레저,문화서비스,스키장,여행업,렌터카,수상운송,육상운송,항공운송,뷰티,의료관광
서울특별시 서대문구,4422967631,8102220529,1014014188,22315,971270837,127620793,166100370,4691710263,16335400463,2527989206,2835688473,1434469994,631740567,734556491,0,386929283,536848185,682642,645828839,72910,885519229,211995793
서울특별시 서초구,8286575377,17921252797,2073643530,52088,1508844655,244595311,364197140,9014737002,38175799413,4884232680,4652430465,2969238285,1478644204,1495547249,0,857650537,928288024,725923,1244203762,14127,9178918499,2183404304
서울특별시 성동구,3880890849,6847364394,892946756,339318,842275219,107525506,156642924,4280364606,15380112144,2755462266,3175627445,1450036161,843624595,651819361,0,451170014,438641517,1001411,571656145,91226,868873557,213097769
서울특별시 성북구,3988105164,7568868457,917485607,180627,905692715,99307625,165435752,4705600724,17350595889,2307288772,2953288745,1573404096,751973526,589724713,0,401366587,517581416,1544350,658840419,91544,812721466,208720902
서울특별시 송파구,8271291235,14178701312,1771606415,159960,1615887687,217600111,372598936,8362829411,38469064737,6017271050,5489036030,3189954643,1388991047,1286717116,0,736171695,1022438031,1566145,1148531246,93736,1669145325,438537753
서울특별시 양천구,3845036998,8308940685,854547219,70687,887905305,135436845,159685767,4668188483,16217754220,2967565343,2947966885,1381878666,651678497,598783662,0,350000817,480523649,933190,667242131,54092,907022567,217913816
서울특별시 영등포구,4013233019,8449544972,893270568,337400,838030535,101283031,188531557,4169652217,17266434231,2221298955,2950607743,1328464059,827471894,753185353,0,441070306,539081141,1123061,662664637,70453,884561634,223210853
서울특별시 용산구,4466933853,8492719511,1012774211,386842,1005755801,108841124,155456055,4273791739,15627470615,2301032374,2653134223,1544224950,749387810,636885755,0,343065475,400658920,1240440,651538070,94598,850439981,198783415
서울특별시 은평구,4003626147,8561273310,985493027,87222,945376346,125227652,179177225,3962656340,17863686657,2622352676,3014212734,1394323469,681191168,710666372,0,371704544,476663831,159977,680664125,77430,797985021,232327821
서울특별시 종로구,8255346623,15439929970,2179089235,486201,1543881148,235792495,367174495,9362889895,35435237510,5087282752,4861176934,2944523041,1436547547,1169801347,0,764652861,986319521,177920,1093659901,94462,1482399332,398204947
서울특별시 중구,7576897266,16302984623,2108631277,32650617476,2061768683,269487357,373038845,9570393702,37278632379,4667292397,6086013545,2559357406,1447673339,1360320701,0,680294262,1076926773,724053,1375782148,107590,1632176017,471962076
서울특별시 중랑구,4017465516,7547083720,1079262618,391317,1049237499,104877380,191358728,4387859141,20622397301,2683538625,3152741869,1228929784,692075809,565827443,0,416560365,548330542,1813805,606325235,110264,729745790,199522304
세종특별자치시 세종특별자치시,860120785,2138397774,204707589,521247,248585965,314691186,501877826,1093260825,3957878404,707075109,679937799,338881356,159401687,144110625,0,89624504,129570805,526297,140239561,73173,188909243,54294247
울산광역시 남구,1569115802,3088626831,424328702,300661,406587498,476177291,800125637,2172643364,7418097799,1111726791,1060612036,574544900,348541268,286398403,0,168032060,234980565,800735995,278910138,132367,382296518,97359271
울산광역시 동구,1889099700,3922057512,395789604,296915,406665685,583279261,910508357,1684823493,7989298800,1168040959,1341925578,679454598,351510636,318203415,0,194543174,188135027,1633587,295565254,41511,416911502,82149954
울산광역시 북구,1751250732,3644869177,432341758,11989029927,368163397,535552909,773448123,1993505800,7095123301,1203658250,1123058998,605728436,300107227,278744718,0,164499975,243267597,1160768,259851929,10047536284,342591421,100905193
울산광역시 울주군,1926303763,3277921624,453395176,604661,360658552,565628190,731742555,1819414307,9019391378,1120846603,1195926597,550893478,355820472,334272632,0,180611069,192208444,860975745,257712042,21444,407344688,77486653
울산광역시 중구,1609978946,3207032466,387293336,607443,331686994,593938175,846044960,2045203291,8587624240,1198259173,1316502465,709005233,321829657,318065763,0,181317134,237817014,324226,271636094,101876,351032311,94564776
인천광역시 강화군,1482255879,3707262867,409870474,427173,450805886,1437506154,2047363998,1968367747,7576122557,1012057676,1393995670,556405888,341593938,280441508,0,160285909,227584537,807250852,304170176,27290,377991181,99367120
인천광역시 계양구,1835982959,3867983802,398301828,275491,445809384,565677825,851375242,1752172169,7391655103,1027694673,1487454606,659048101,355023936,280562274,0,178419743,209292182,2098273,290915292,52999,325147400,101194671
인천광역시 남동구,1437318443,3745556049,465586463,48580,436521860,498609902,680299152,1939901726,8974095353,1005972646,1439982404,663056449,361940700,338211629,0,153501625,188707949,1260418,284721471,107375,361213733,103067687
인천광역시 동구,1538951588,3077875358,380635826,612294,423687449,562641074,867585046,2163120782,8635543700,1032871280,1082903972,594288742,331716018,287011013,0,197055259,244607532,840560,308162278,29843,334903577,86990313
인천광역시 미추홀구,1858316471,3140952733,445411740,398827,410735281,621873317,726994460,2169525150,8024773165,1224168908,1172653354,610442676,286647318,270923177,0,176150475,185858294,1143785,297332195,73963,422063117,79127678
인천광역시 부평구,1644343709,3884189883,384895750,549864,336735522,623460547,715866357,1670251363,8109274263,1297123322,1123273122,672017549,328256884,269003184,0,171277502,199265154,1723386,266883771,112807,409568288,90590970
인천광역시 서구,1706695259,3018495784,386963767,144344,353531737,578534392,733846947,1975202357,7578192078,1332843058,1417347146,662336876,311222189,293113227,0,165296531,201227514,1347164,259694151,122384,333164853,84650645
인천광역시 연수구,1834773104,3787031628,401435126,93334,353898835,447834954,847872835,1775901124,7434753286,1198148507,1475991757,605801753,310192760,305122851,0,160343464,235653256,983624627,267434743,34844,382663431,104665155
인천광역시 옹진군,1835214793,3144344864,403524527,24477,453344644,480568150,758766574,1995982053,8850160017,1376266588,1286446481,677294979,338248340,300903849,0,162907114,200800857,872885281,241660394,103661,351178063,79687049
인천광역시 중구,1990537566,3452318761,395894339,7276592982,437087671,624108817,730765042,2170635867,8856627574,1292592377,1341197936,663750942,318814701,315848902,0,182799217,216468131,368475,311413747,9513689347,296455460,102819575
전라남도 강진군,862302721,1659866688,267542793,575612,235623427,287895456,428423089,1034417140,4557014889,632460248,586086532,338957366,152177400,188146394,0,91734529,124600369,471473307,160230147,54577,180885197,48942049
전라남도 고흥군,1018267637,1874683647,257098997,358673,231284245,311664948,395784306,1194960526,3838994515,680613226,665285588,349784870,189721638,159830504,0,85179827,118699175,501957700,171830360,120786,190051322,53303615
전라남도 곡성군,803911960,1738444525,225449264,129931,192321503,319912560,514366113,942574088,4027132566,738071613,818423531,353397406,151482075,142399450,0,92761923,100534802,1565682,164443113,87541,173710751,49594708
전라남도 광양시,959537043,2247909045,239604742,504057,226734046,319364198,404183393,1063257788,3849306419,600280650,706538040,311413023,167827454,152493899,0,86604130,101876401,426719683,129827495,135640,168425711,46765387
전라남도 구례군,1016046453,1686590442,244976780,539149,217729504,305038705,449397532,976151109,4100348787,607675501,797225206,369391942,194428915,154470031,0,87691296,103950778,1000014,152271762,125756,182697073,57841916
전라남도 나주시,919492725,1790210689,228663357,216732,222582531,266237916,468680080,1199346139,4446966593,730847199,657877683,319745543,189167734,156337554,0,88387672,105366895,2072111,157907824,7143,212825003,52424359
전라남도 담양군,994094358,2175358355,222423058,182078,207528487,292107688,456866767,1110291645,4403631384,697181110,612382586,341499533,174658306,147889644,0,96985311,121554383,867340,174534623,99641,206744837,53728694
전라남도 목포시,1026083844,2043010419,238124938,454712,248995046,324580217,495048332,1028243975,4783736874,655576358,695667495,368397142,178421479,156163782,0,104572013,111446456,515349680,146469365,46068,184914558,43677072
전라남도 무안군,884021368,1968929958,255799413,374481,257653187,266801547,454991023,1033023340,4050615438,548834484,700666101,378791904,197314103,158854401,0,104200198,125616400,483868164,156303453,91028,170158910,54643108
전라남도 보성군,993512904,1928602356,246946275,333546,246515194,275754336,496601163,1224833395,3937451604,720007021,817057108,385673893,202143488,185511678,0,89136106,135386152,480560284,159232964,18733,179954756,45441755
전라남도 순천시,1007685671,1957656171,246923880,40442,241081078,337095665,485103895,960266696,4062043502,709018419,786120175,341605751,177774055,150655408,0,100662163,113025893,443321637,178699282,132209,188847927,46908217
전라남도 신안군,846464870,1931674724,266155103,688847,253693330,293820596,478310573,1034763109,4442652175,735419574,666889709,340168064,185149502,143613628,0,106800969,132920379,469336042,134717252,100757,203981847,54348952
전라남도 여수시,922108228,1875785849,229810612,7068478537,240163450,272959127,376387403,1136834687,3937739549,663538751,726364033,387111158,195263400,178571413,0,104108868,122923784,441264470,129656043,4851532676,191376284,49857872
전라남도 영광군,1047068158,1722783518,215315153,576047,199850189,271108663,420295572,1142210782,4543062800,725504078,820238595,366884658,159419536,139745980,0,106258110,118076828,448823070,153445587,6340,172926416,58454827
전라남도 영암군,1000874629,1751389753,266813864,319749,221754306,273826821,459900920,1091606706,4185967573,728800409,591688340,340528793,151939991,182557787,0,91004359,128809628,464457712,166124894,110594,197562672,52748506
전라남도 완도군,1054472369,1886797384,236195853,243546,198035735,287254567,449732806,989442378,4529869188,779930318,695209632,346497279,176861267,150106421,0,91385101,115634155,522322426,153956240,53727,202269788,49371557
전라남도 장성군,1014013127,1709496108,220733926,542221,232137900,313760539,420575437,1063541408,3905704139,629537846,624778144,397498181,162430630,140714295,0,96488269,133865174,1527992,148169060,9939,205550906,54436784
전라남도 장흥군,965740233,1824197349,219853873,496339,215138132,318422400,428960050,1055166154,4278603429,675598495,660449853,350942313,189706704,183644824,0,87708014,105521884,501045818,153536212,112797,182388996,53207342
전라남도 진도군,838349838,1963890353,242883716,487928,187585828,348783521,390140345,1203325544,4412307021,610638985,801849312,302484151,162669496,166792527,0,95881296,105491215,419385967,142421553,88586,190656431,44388583
전라남도 함평군,916620811,1720686854,255602121,233507,199620157,296851827,369949309,1035736631,5118028737,648740612,694705231,311066092,169676903,183434595,0,94538333,104181167,471031481,131771006,100962,218113540,46227438
전라남도 해남군,1060533609,1960298342,237134719,454717,198924763,273244474,396975216,1055899388,3898938721,628537751,723330225,369553261,175762989,185755932,0,96358386,108124966,410974114,155045078,56086,183780472,45203675
전라남도 화순군,876456533,2178643793,267281704,364108,219394877,302060870,372653043,1246203967,5024818606,614221264,618042402,322472038,154059190,146393907,0,91402538,117218803,1461232,168577232,31118,196054656,52133103
전북특별자치도 고창군,859678885,1631302580,247503268,509123,246443819,302062270,455024960,1151487484,3896375196,742257769,619651854,402899966,180402169,183398408,0,98352805,108344746,402828336,158293300,116718,204165469,49931672
전북특별자치도 군산시,1045057965,1734553598,231546868,492146,246936408,293657532,470025419,1269798327,4787238714,645387310,732262188,396448992,183028766,145557932,0,104296512,112917323,509314567,154072064,19620,229110471,43428308
전북특별자치도 김제시,1028336455,1808654452,227331861,26526,221246269,314469751,384757532,1183919085,4894183601,732054251,579994590,387973653,184146033,157447196,0,93859696,110616404,465110036,170903007,63561,184054963,49546365
전북특별자치도 남원시,985685354,1821249671,234963406,25945,195918848,264867073,488900116,986498233,4353018248,577189378,741476476,346466999,198104456,163052258,0,99105747,110117528,603521,141044516,7837,206794516,46793768
전북특별자치도 무주군,873231224,1964628349,271298994,149983,187049067,319736013,487414262,973842906,4206024474,599507858,723837999,370569510,177621873,171033291,0,87686199,104542188,1678099,156099573,39667,211174292,48451942
전북특별자치도 부안군,1031794565,2211906194,254177395,357424,204286833,277912561,405166210,1128508858,4684935927,626047824,724660145,303517434,155484448,150190782,0,89380192,111864846,480889252,167902857,39389,221347590,48635115
전북특별자치도 순창군,921965985,1871341298,222749012,201522,221406951,311743834,461667293,1113771531,4875044170,747675351,767249175,346210713,194165488,147821273,0,106708578,108688408,2731207,136420765,75199,213556334,44922293
전북특별자치도 완주군,1024576284,2081436640,221758321,247513,231205854,321575232,377107944,1021391480,4181649342,738062397,615641696,327573985,169536693,140845537,0,107322107,116458938,961815,152974374,54851,205413443,55242344
전북특별자치도 익산시,901744896,1922049292,222613047,146080,236115063,318055855,472473839,1041463093,4581832839,569932105,719221908,371298738,153063181,173774869,0,87598737,126706367,1911686,164619779,2111,223515954,54799542
전북특별자치도 임실군,1010967870,1777844742,263884837,628395,238273034,273799486,444189832,1125670304,4274252009,594368650,641066499,390891516,201626105,147687411,0,93151898,128603726,2214184,166556037,65420,230366054,44140418
전북특별자치도 장수군,1058633259,2031605939,248680802,615434,197751157,266000236,462730760,1127392122,4878242352,635150903,644812882,383698780,186640996,146538528,0,97086423,127734586,669816,173466208,49764,190395575,50828527
전북특별자치도 전주시,1012533641,2139975981,211654926,249046,190211251,286625916,478469113,963327957,5041124681,703733188,718492621,342454010,161503077,187945413,0,104164122,114513586,709939,180744798,134543,187161291,46995933
전북특별자치도 정읍시,945798696,1952164123,244047753,151475,202093909,302387343,387243127,1024044721,4330879654,671746556,801481402,354162314,176833117,164890205,0,110361003,136184005,1194409,149318802,70243,194071646,48960321
전북특별자치도 진안군,985699938,2161931582,231978806,174120,217089642,312139950,443812875,1172838703,4006586531,655395851,709981243,324598450,190791767,170551377,0,107940118,123416251,2080385,142060782,13379,170425929,53335851
제주특별자치도 서귀포시,4194875522,7037939004,1072857676,17352219287,769465656,3211143575,5758243315,4018157184,18446457275,2257159661,2735093623,1587323299,774817975,702422827,0,419746453,3051107154,1645757757,618472997,54334,813619040,222947227
제주특별자치도 제주시,4008705252,7078645157,1006192600,18258142402,936929161,3140089433,5498073751,4242539246,14948027492,2658818399,2519253956,1588840771,695832731,743728515,0,367271941,2723484603,1757416101,560355785,19526031734,827569586,185597126
충청남도 계룡시,960180992,1806734642,258577736,157905,231733355,314287370,482399471,1041060264,4742359204,773989644,659779475,370127116,202935176,182915302,0,90713273,110019411,1642407,142996741,142375,174836824,46777431
충청남도 공주시,926210493,2012395071,206012540,46796,181605717,301353302,469003622,1227131122,4993741087,703791611,798185529,329665038,173934291,152882788,0,93491353,126209396,1197977,168420426,32400,211932657,52651420
충청남도 금산군,956998208,2055555786,205096424,41523,204456998,299638058,365390579,995670587,4911474113,757819215,694482988,301156797,158021434,157989837,0,85441955,127638647,1595875,158530815,119670,188003623,53178192
충청남도 논산시,900872974,1779115428,270217314,268301,234268161,323964652,499805616,1244524924,4374319471,708357116,801188965,365885410,200184686,180265147,0,90121036,113093729,1122306,161020819,21202,206466442,46465669
충청남도 당진시,1015412077,1813012388,232746224,188572,210220832,301136817,417190589,964279279,4177772796,583554015,691988788,399947927,186729708,154240836,0,84630173,118457591,432525733,155904168,7182,164567519,51192724
충청남도 보령시,873036882,1876592873,266548417,429642,219663949,309727839,390939740,1119451724,4049557771,596307044,764916563,397261773,174749141,175678209,0,110378305,109964049,402820292,155080926,99651,170503371,48169257
충청남도 부여군,927052077,1787552886,258766844,452226,210817786,293541058,488642713,1108495650,4488677967,630570324,769269131,359419097,193612615,173344210,0,97498571,128883633,2482000,183163869,59644,208356809,44226173
충청남도 서산시,1014765380,1978332239,212695247,40763,214201699,320194432,415536139,1118135390,4023845692,712927521,707472193,317432676,172771570,172695228,0,88686371,135712349,492983747,175344205,71847,189713285,56306586
충청남도 서천군,946340309,2040489855,260852790,528900,205616030,255524221,385795061,1297364190,4148633374,715036035,766962464,377289802,162838212,181510686,0,103956427,133321769,534164144,161506421,107770,171152891,55536758
충청남도 아산시,855111058,1852123786,253048029,114438,193273095,299194191,441906550,1022749778,4892161041,589883931,646733560,379032642,165436827,186293199,0,107405655,102431092,2067592,142965832,97956,212381710,56610469
충청남도 예산군,991868294,1861428340,219037109,154290,214126945,288482441,376281888,1209195566,4043543665,642969197,728403739,378548249,182301527,144339667,0,99280632,132518519,534997,138977610,11712,183106937,52810859
충청남도 천안시,990814623,2003960789,247961969,466605,195157150,324516776,478755941,1002279010,4681221420,623759481,692645061,410295564,193578372,176360575,0,80971463,138499087,830634,153630686,65740,227716316,46319289
충청남도 청양군,1025446201,1618457137,209338665,625647,218021604,269382608,492241570,1089013878,4676448266,607496780,714793006,348809893,155767540,141630295,0,91316258,113241586,291621,154120894,61850,176504938,44183351
충청남도 태안군,809736689,2097480484,209344487,622362,246749625,274430552,402728578,1054878652,4462167309,738648043,683826598,363641804,173545836,164458570,0,86547205,114749784,549579698,179168125,22846,213248404,53691428
충청남도 홍성군,862724399,1988497354,244493941,430613,212383656,262839490,380337988,1061497109,3835586438,583232715,706727315,327462546,154087205,150716722,0,96124590,106162761,1487691,137514454,6281,229145277,52968549
충청북도 괴산군,805448456,1866208292,265738152,167280,228771597,316830788,433081277,1252655802,4661194535,737976888,754490413,317740953,164381690,154103043,0,105265517,123105424,1071210,136041232,76762,177771038,50497736
충청북도 단양군,845136867,1888215875,243774375,51383,241373564,281583687,500713429,1045350998,5129396720,710399217,782512415,338413291,148897932,154318182,0,85260343,124913737,1274497,148250261,31485,234540352,44250046
충청북도 보은군,976274310,1969062357,270881491,688386,208317415,287618173,478867103,1219462616,5002491398,607927683,788316704,399029098,158500589,153139736,0,92957085,132821726,968525,145256281,23434,209005902,51227907
충청북도 영동군,1036128550,2135157503,251532820,113899,229956468,293741147,465348129,1106907773,4802879415,624998590,593544393,327761194,180261089,152397356,0,96568638,106526765,1729124,158370447,93954,199607194,51736594
충청북도 옥천군,899074291,2016880625,210923914,338432,244999648,289841023,464909506,1047800767,4512167971,702035118,683408787,336969115,189212733,178163594,0,104951579,113507012,2312890,169409694,9917,238659453,48666050
충청북도 음성군,834168090,1654981944,256736784,591328,246090809,307074640,370925394,1220484134,4417428361,629911835,707503106,389907531,164043244,148402976,0,90505641,128209591,2119867,129130661,77105,231672517,49431373
충청북도 제천시,1100720167,1889675369,220074354,150476,196829947,294699574,479448424,1104679814,3923408350,764187782,738842723,373679459,152526914,138730779,0,86620070,117344309,1559047,132165592,73318,214717647,55350321
충청북도 증평군,928093511,2044097120,243528636,260944,256023101,332843218,426035237,1204709061,3757004795,752742300,611253066,358561781,200209899,149722351,0,91064136,134609051,2143782,185749763,24633,185824958,47547420
충청북도 진천군,1023178875,1897690370,209948655,611033,190488053,277998391,496621466,1257887936,4070882060,688661553,790747045,301004467,196795062,194124654,0,84176406,136022820,2570645,130646544,119707,213987702,55112735
충청북도 청주시,1087624760,1873739589,240386846,6435126525,220812636,261409163,520846970,1212557056,4571117044,682597944,655964344,350346163,190477580,168899415,0,96492730,114607284,1136452,129014514,5790827253,175955788,45357837
충청북도 충주시,820876220,1922336668,231969781,75079,245141500,282215663,410591080,1121440611,3940230297,564336197,747693737,349468295,170146325,192848843,0,105719060,110790713,1856922,159416653,96037,192034800,44781009
