시군구,기타관광쇼핑,대형쇼핑몰,레저용품쇼핑,면세점,기타숙박,캠핑장/펜션,콘도,호텔,일반외식업,제과음료업,골프장,관광유원시설,기타레저,문화서비스,스키장,여행업,렌터카,수상운송,육상운송,항공운송,뷰티,의료관광
서울특별시 서대문구,4537787412,7361956899,1053699809,19472,942697429,129229118,187980395,5272903169,17003123271,2975589769,2982062832,1920721153,642069977,858009780,0,402729986,610405832,697838,591174079,69007,956572252,223722619
서울특별시 서초구,8549877500,16953879619,2206892615,47343,1473871595,240827131,388297814,9786469251,39621475683,5849323080,5083657953,3992401793,1600540558,1726242991,0,889610998,1059010716,760705,1127096440,13951,9691598472,2539795160
서울특별시 성동구,3692204603,6355311030,995512918,323552,810969908,113534674,170937834,4682510299,17788448321,3480248089,3247578223,1936413233,894160776,755805794,0,466373289,469780701,973373,530754339,92936,955935780,219617087
서울특별시 성북구,4127009344,7014051016,1035749719,161620,916257178,105802174,181813017,5121639209,19514030499,2570139899,3277679586,2032535173,771149143,695396981,0,425377980,583773906,1465653,629866047,93190,929302067,221935959
서울특별시 송파구,8116954881,12895516235,1860839463,140369,1639464061,216419958,403537939,9031518154,41879754791,7129640872,5971900139,4033432416,1487464381,1546062371,0,791982777,1046449373,1662952,1089148602,96638,1930478582,470637503
서울특별시 양천구,3883101066,7180156752,920248913,65358,886886527,130080495,182890052,5150124308,18033903866,3646658268,3002332115,1827219990,742756508,710016987,0,369811659,551450893,945130,649491342,56145,1021633869,244738342
서울특별시 영등포구,4208165878,7672244952,932005130,307576,808274734,102288570,206924454,4577436238,18891288659,2720361290,3128286530,1804336553,885654613,840660993,0,476182132,613086555,1073797,638530806,70393,1034008540,241274589
서울특별시 용산구,4318838118,8409274389,1170301025,366643,993121616,109747842,164037989,4592453174,16753250579,2750200059,2775473578,2113036515,774664908,727032192,0,375516033,453783050,1294010,597998530,93067,909390815,230884064
서울특별시 은평구,4067305349,7995531816,1081700866,81958,880555797,127390708,208730590,4361617739,19721480126,3192590990,3290996545,1853415189,759249803,802460046,0,424077829,496997537,162685,623977242,78701,863426511,252448305
서울특별시 종로구,8701932141,13715283245,2382766418,472820,1534437010,234899947,420617801,10540564068,38821369195,5593548462,5235277502,4155192560,1565347621,1410225969,0,789318160,1101472313,169699,1014392123,90979,1610220538,439919554
서울특별시 중구,7407228336,14636459316,2319013689,29495280541,2048889784,273903550,392380684,10651313601,40376478954,5593728961,6394419643,3312735045,1573879444,1659626998,0,761142663,1131430338,741158,1254922712,102665,1748542533,491905601
서울특별시 중랑구,4078517811,6859682274,1128989722,348520,987286334,100242100,221428129,4950201582,21772484234,2972554437,3312112833,1675167125,744945527,689922532,0,446528198,589290933,1919515,540030816,111483,774264630,210662234
세종특별자치시 세종특별자치시,820290925,1980768609,230645684,472383,244064907,310641923,560851419,1147783193,4518925884,838713898,715768935,444458347,173424955,169494396,0,98913089,138517851,509160,124684311,70926,211388077,63276304
울산광역시 남구,1560201313,2827883476,468564543,290669,420694442,477410827,840382374,2297331130,8133869042,1350546822,1149067916,752609463,397515412,353307397,0,183724002,247643176,832609698,255475954,129252,411027467,107154639
울산광역시 동구,1870981058,3538396106,450835077,263254,399833952,600012202,995718274,1832046273,8500479410,1375693088,1388793921,856653961,377911410,360354052,0,202169089,215555375,1570606,270212657,40344,452896104,90072447
울산광역시 북구,1751650895,3299007191,449894493,11283891581,364041391,533152634,804534755,2196558935,7463964004,1446438006,1192849658,790584083,312987546,329235600,0,171388698,260342508,1143696,249020191,9771545113,371658779,112242741
울산광역시 울주군,1993863277,2999282706,512386355,591932,346744855,563378496,770667325,1938597256,9427585384,1304402671,1245227102,760880622,378373256,396279073,0,205648303,206873993,828835711,254720770,20752,451651626,85793378
울산광역시 중구,1616233195,2954741268,439247733,559747,341903557,602644653,884062539,2170442257,9476454278,1402370980,1421599210,948427824,338105287,361773873,0,201148739,247572920,321554,270257587,100268,402949063,106394763
인천광역시 강화군,1565616538,3239171803,423717362,378880,432872402,1495337478,2195282617,2153287180,8092828132,1222669654,1424505590,768030242,357832930,317027230,0,175064944,246431874,861347719,274281555,27392,397198149,108636229
인천광역시 계양구,1865507039,3609490415,445961508,253179,435232099,563311385,901063331,1988395752,8293967652,1246623036,1481472370,912847496,407836932,319569913,0,189636041,225305356,2237423,262958085,54033,356582424,116551624
인천광역시 남동구,1470628500,3320003653,504503592,44811,418032218,492535060,744400846,2051048098,9639184087,1231447914,1588435677,899887822,405773238,381742646,0,169150294,211578766,1249563,263409550,113277,378497428,112799781
인천광역시 동구,1504848795,2852610921,393644306,553709,420466296,547028792,946666936,2381789935,9263768172,1171475049,1133689443,809072439,373807171,347795248,0,205640916,253384880,830135,281330732,31994,377056691,93118163
인천광역시 미추홀구,1844863414,2829676239,504133185,365054,432452887,606268704,795346582,2363431622,9166323849,1451501829,1318739983,835574344,306236127,322676798,0,195336136,210902303,1188017,268478152,72371,447974042,86704760
인천광역시 부평구,1642588230,3496353418,413996107,508793,337746359,623546912,810782799,1828067674,8952901775,1515878437,1129458776,877874168,368010778,306594639,0,185994816,222650129,1684684,256163509,110600,466027180,96098727
인천광역시 서구,1624334125,2794499851,401644550,140933,375994047,549682057,823230992,2260085543,8560266131,1508950936,1488993181,842651631,343984534,323209783,0,175266597,210546327,1370959,255162730,124951,373135998,93667613
인천광역시 연수구,1890822903,3540496473,434148311,84892,365527585,465109578,927658072,1896377748,8142269518,1402433522,1538814681,800543812,313733517,365164887,0,175335760,268709238,964353851,234557262,34307,414270206,113254682
인천광역시 옹진군,1819609880,2718083853,454631587,22572,464167296,478448515,822987302,2077909794,9445562889,1578290321,1324878439,913654094,354757106,345475636,0,165931126,226689712,907669797,223038700,109748,384422055,90073009
인천광역시 중구,1900098008,3243021842,432978733,6483748363,426195274,603732213,783114951,2330013132,9415928910,1548245220,1356993514,869195798,349339961,363648623,0,193577430,235783799,376738,285298307,9817652708,334369745,112739264
전라남도 강진군,857028192,1651253772,279241005,523446,246799750,295311094,494881593,1126910818,4991338664,715888931,664232350,455600237,162291930,216656117,0,104565168,136204249,456189293,145699158,55035,196855510,54980481
전라남도 고흥군,995702260,1820700585,282917414,328759,227115740,318839575,440668110,1396882930,4246569346,790615977,671164188,467524806,203296094,194337468,0,93766064,126445805,506848332,161256910,120529,203305808,61888517
전라남도 곡성군,847822148,1606224655,247517751,118333,192196918,337651091,559905354,1087799010,4308994852,854979694,843913602,462085460,172152320,165760190,0,99845333,115902789,1531246,157567016,85404,183148371,56403054
전라남도 광양시,945582758,2058026488,271289927,474681,216934372,333898723,422842163,1212109852,4461855405,675182980,742483168,418934538,175740176,179087790,0,89110787,115989570,451284060,124860954,141229,191912520,49533885
전라남도 구례군,1030699576,1570510130,269503746,515313,225313863,327324624,486343647,1111678212,4518810235,726083879,873550827,483547921,210371005,189145978,0,90431530,119487842,1027868,136750771,125359,204119532,63663973
전라남도 나주시,902339472,1709582973,247632361,193674,208978675,286864789,505286399,1342036308,5013321052,845978609,721425224,427382305,209658538,187487502,0,94014583,113632268,2060337,139886656,7187,241401930,58365797
전라남도 담양군,974690132,2063056355,246264009,169760,213400109,306042668,509847364,1295196212,4675119485,798984527,631770962,461254339,187244549,166816504,0,105280333,127777000,823585,164678053,98867,220942813,59297981
전라남도 목포시,1036248478,1798032879,264584349,437341,256070565,321414766,508755928,1178038444,5181180921,827973751,743248068,523857158,204350468,195998813,0,114526441,123714974,514950884,133227815,48854,200515558,48118278
전라남도 무안군,852104399,1921550250,277515014,341512,256576874,277851176,496834378,1206307221,4412697725,646179872,771541314,504189891,212073773,194560899,0,112425674,134611293,463341320,150832904,92097,186770325,63404775
전라남도 보성군,1015720538,1820223691,268140697,301060,247021028,265960849,507431656,1376238845,4281210262,878448418,851432479,492932563,204894917,223855569,0,96710299,145402650,504375533,149914210,18830,211751440,50301694
전라남도 순천시,1002603282,1827178621,263177037,34690,234665722,329479237,520284524,1088944888,4202922115,835744027,823073410,484766483,189165010,183686220,0,110147828,123039904,462236149,155039888,135438,206832183,49506135
전라남도 신안군,805889379,1794036698,287892906,642234,243977014,310131288,518084569,1138822944,5056030851,860308942,665150623,461099637,200700850,176904228,0,117453733,151356478,470418983,129419803,100927,220435941,60213679
전라남도 여수시,913715315,1700299103,253724916,6537037732,239491123,291888949,437483020,1291922546,4127802382,783365814,793206122,522995835,209914830,221114432,0,108981568,137144386,423212215,122041072,4772391490,213642948,57881076
전라남도 영광군,1049573393,1643205429,223406253,537230,203488945,285175680,456087841,1267601469,5173183859,865761260,852094932,464175874,175654555,172003011,0,115969932,134148348,454136839,142613219,6544,200573101,62300122
전라남도 영암군,950421545,1620289078,301773864,282866,217088018,275881833,510740613,1253854813,4692661327,845289885,667817470,462627914,173999791,213139128,0,95676380,135183876,479018270,151369013,107078,216294783,57331273
전라남도 완도군,1015361825,1749950122,270196721,218523,196143143,283692884,469082615,1059732945,5029744230,898720334,757210776,469781269,190422699,176360577,0,97694750,129358084,485915867,138628440,52718,215482902,55210385
전라남도 장성군,1009793843,1540490725,232645605,506370,224469071,308213766,479844364,1179385464,4182821378,752382024,676748916,532207129,185065588,165595048,0,105927394,138818157,1510611,132963295,10152,215777364,62655462
전라남도 장흥군,914809613,1698113555,228492639,436576,209951284,303650039,484753375,1107540869,4759876897,759187307,692011060,462571538,205438276,218758675,0,98747108,115886540,506820309,136548382,115986,199472328,59053611
전라남도 진도군,821090861,1811760968,267063727,458622,192861026,333741091,440768658,1336589222,4846120675,754947968,820151522,403218689,176094921,202502708,0,103153811,113359181,413596414,123843919,83443,210252518,50222499
전라남도 함평군,909087796,1614697193,289924235,216648,201489677,299082934,422027383,1067464813,5291891699,794271939,723326874,406167128,185575819,219252888,0,102841361,106791428,485870175,123180028,105434,247683328,53177218
전라남도 해남군,1091735840,1824994070,247358117,433364,200786849,279944857,426883513,1197996587,4258388323,785048081,775529413,469186320,182211942,208175583,0,105129369,115668713,431605218,148648234,54800,195294559,49375317
전라남도 화순군,839419986,2025692136,271380397,338822,217007480,316785326,413379349,1360039873,5262101582,759126693,639922344,433040272,176446055,173748655,0,95132548,124105753,1426984,155225418,31571,206454034,56102229
전북특별자치도 고창군,840272675,1480271183,277627563,473802,231644105,291516513,510876763,1231556202,4077614745,881607477,652533728,566591762,200636353,214539064,0,106943045,113311236,431584368,154432940,112216,230832772,53991266
전북특별자치도 군산시,1111489752,1559030539,241737621,458781,248016818,273641675,510748748,1331943318,5068308976,768171764,777482246,507687200,195236652,161998915,0,113416025,125537277,497561650,143419331,20015,246869929,48288456
전북특별자치도 김제시,1041848960,1555103039,253530240,24410,229410690,314320652,402268855,1266845616,5201365677,886957077,631814845,518105348,205430566,191083575,0,100371600,120366261,435765319,148447371,61546,207873120,57533281
전북특별자치도 남원시,1000842513,1559078971,252044248,23814,202592498,253794933,511722099,1151101080,4877028292,655938764,788910201,450338485,214190067,190030712,0,106407334,114636181,597384,132358022,7641,229883267,48737860
전북특별자치도 무주군,900513101,1686893411,298186915,131903,181699598,311417143,555484616,1109972152,4756703990,668261235,793048763,495061801,185732704,202584074,0,98174446,114589968,1669798,152993620,41674,234515751,53590466
전북특별자치도 부안군,996584332,2005184175,270759665,331419,197393747,279331871,465586426,1175697778,4881567648,741945397,788096791,406507120,173138672,172794835,0,98395588,116866298,463327151,151446164,38554,244010116,51105561
전북특별자치도 순창군,874037835,1657088144,250360229,187698,217796699,308010959,491417321,1242950926,5275057966,878309914,781938407,450059013,218304873,174631921,0,117717700,123549631,2667475,121043647,74646,223008334,49905560
전북특별자치도 완주군,1054555434,1870163162,239872240,225456,233098812,326167891,426712581,1148549702,4492829057,863299456,675854758,445280038,178589177,169036194,0,118593344,122355179,956434,147882302,56361,228676786,58032931
전북특별자치도 익산시,868616361,1732520409,248491106,139796,239416374,326459773,536973853,1129897076,5203443270,681507831,800787562,501666393,171380611,216604026,0,98412260,145596253,1914789,153220327,1994,247154962,60405076
전북특별자치도 임실군,1046681833,1635924864,300527145,547561,226969160,284406034,480039293,1223913444,4727338099,672808470,720083002,534857328,215491561,176758409,0,95804266,141414568,2297593,156254557,62603,236364470,47507509
전북특별자치도 장수군,1039282958,1925980969,280061215,594957,199802933,263700978,491613203,1173234852,5361167533,723169060,650129886,543324026,200774123,173499005,0,106788097,131995986,640934,163715645,48084,206824002,54449538
전북특별자치도 전주시,1041113278,1982824065,227795893,229825,202078687,284638635,538874896,1072270454,5310078932,852884551,807466407,460711612,176186983,223229001,0,116973740,122614722,708580,159691169,128557,210033547,53881161
전북특별자치도 정읍시,912525114,1816530299,265487843,139898,196845276,289275015,413513257,1181031602,4929406378,771200941,850951894,468412258,188664204,189808853,0,114025818,143976607,1111819,139508562,72376,222142131,53816728
전북특별자치도 진안군,999146625,2053592564,263727915,166367,206759296,297320670,483641535,1336720643,4329850495,807736733,760462297,465972782,214424998,203298271,0,113439620,141765291,2193223,129554929,13926,191210344,58386198
제주특별자치도 서귀포시,4035057719,6698812975,1140276226,16436503180,757784405,3309654773,6336927992,4466591106,19976421679,2787141787,2995130922,2042793260,849698614,830680826,0,436369148,3284693207,1701763141,570166413,55478,897358607,259376178
제주특별자치도 제주시,4295814999,6547300559,1069672963,16017553008,967123766,3253267027,6051852071,4610994712,16365156577,3065032846,2865742446,2028901877,746325334,881519356,0,378797908,3012154078,1742803014,487542151,19373934025,896211032,213378192
충청남도 계룡시,959129345,1760269568,277864078,143070,229965605,313302426,515189121,1122607992,5107685220,878591958,691851473,509062601,208067322,211572363,0,98965311,123765288,1572960,131300605,135573,201629606,47820324
충청남도 공주시,966462312,1988821117,237478434,42223,184805904,306287801,501545305,1390370275,5483630634,870493496,810564244,444295100,184998324,187490220,0,96830867,130399276,1210102,153393540,32655,239669262,59141201
충청남도 금산군,897067706,1838142497,221572825,37225,218825793,282794308,417254863,1114295044,5647522580,859389655,700260720,398617075,175295661,185340998,0,93584536,141557463,1592153,144322933,120093,217987153,58638038
충청남도 논산시,898726321,1650453202,284827176,242178,231911929,312696688,524124955,1312453841,4958363147,844679834,862784771,514603980,206363901,198004364,0,94328498,124607226,1075104,144078698,21548,231825918,52783711
충청남도 당진시,1067865019,1625396987,252460420,176121,209410345,307389876,477087970,1106342083,4574359646,684704082,771389629,530257975,209011660,186710347,0,96339855,127658850,446559436,141649712,6797,194536456,56734721
충청남도 보령시,821552370,1688446668,285872386,386153,231336550,330833852,447345124,1165969208,4523696322,671686819,862105743,528157219,184239897,197998702,0,111838954,117886427,406930863,142071071,97707,195457846,50372168
충청남도 부여군,987230675,1699327021,299395022,420977,210104348,282902939,539158711,1149571998,4825284767,743892335,866786365,471590919,212758075,217726404,0,105079502,146221362,2551972,160868028,57987,214276683,45556917
충청남도 서산시,1009085460,1714264234,218292387,36667,208548676,332963674,441331470,1272087923,4227435268,865999944,784172434,442770397,185345924,201251366,0,98015945,152908700,517487638,161714954,72532,203329353,62938867
충청남도 서천군,939193446,1926794903,266215476,471948,201527594,260474198,417603780,1342425004,4252163885,835047055,858371476,499376637,174152771,215074635,0,111436861,140263019,546160999,150418094,105264,188708941,60366089
충청남도 아산시,818934431,1718396497,278479292,106067,202111618,309416185,502010895,1094830894,5473293340,706549779,735267008,511463912,178931577,222443544,0,110329114,114612300,1959671,136582998,96150,234549931,62845493
충청남도 예산군,1028513174,1631918072,243847778,150675,220343462,284029841,406530227,1252818262,4139431426,726334454,778329496,502111147,199001015,176726991,0,105427598,144385151,547428,128845572,11819,197081875,58688323
충청남도 천안시,973440728,1819889088,259450103,437141,190788735,314440963,505591230,1130889279,5191887650,728769609,731766431,514371421,211510446,205939571,0,87100858,142428669,862932,138952078,64278,250190751,51934998
충청남도 청양군,1090884239,1564613020,228144751,609509,214321466,265290976,546294819,1162032255,4771598140,696484007,755188287,472321770,170858609,165520212,0,99139489,117135792,296852,141834866,63688,195168454,48707574
충청남도 태안군,823967419,2042031572,225417838,551668,240377172,284143939,419677625,1136402043,4861467604,892185424,734504862,504295713,187966548,201442739,0,98796535,122483650,547435125,157933030,22464,225884054,58402405
충청남도 홍성군,872267037,1872582643,251254259,383055,197384320,275957471,419324020,1182751878,4320408471,713315571,758852967,427830737,167805111,186382320,0,107395638,117924355,1453669,119510265,6316,239927118,55973995
충청북도 괴산군,844503794,1704731904,297243383,156722,230129653,316233816,456603606,1339015948,4882573431,859828992,766679536,415280999,179530392,181653709,0,107894763,138296019,1156706,127346759,75160,203039018,58774774
충청북도 단양군,846423678,1722854195,253736906,46325,234976203,277456415,554917792,1185596834,5394140593,826133770,822418199,461285235,170126198,183496040,0,89657003,128444656,1326431,138868298,32982,253101664,50923110
충청북도 보은군,931599183,1841137342,279289625,635033,200492835,284337736,501513722,1271334751,5620763742,691590851,835830313,534273074,162972537,191402335,0,94301197,147678653,1025755,131684232,23411,228531138,59028361
충청북도 영동군,1025637105,1958098030,267114847,110514,245292118,297944912,477423216,1177316573,5106977427,705548221,648120014,447009799,192449600,182311044,0,104287023,112560035,1718635,155520740,95915,213481147,57895972
충청북도 옥천군,924927672,1863865603,227404109,309600,232115656,298980121,499478678,1142641230,4683447852,865045014,713274560,453053344,199909246,207450490,0,121215311,120627384,2203808,156734709,10419,259273501,52192061
충청북도 음성군,881790472,1516558071,282677269,544631,236439151,315159760,409525504,1422074025,4733851908,757584474,716575070,540430293,184058446,176708269,0,99300037,137436138,2159294,120387912,80087,239644021,51150962
충청북도 제천시,1077891115,1779705041,229950653,136011,209886491,291533005,512868548,1168047566,4325596928,864273846,798462531,507921705,169253282,166487218,0,91473311,127327102,1482072,125595553,74217,236043403,61430947
충청북도 증평군,972822590,1822247925,257948532,252056,250724070,315425077,490470564,1353315017,4020015600,901020480,642476741,471248213,220172197,186627100,0,102126146,151976466,2051361,163961788,26002,210611756,54574387
충청북도 진천군,1034969036,1704580634,233296652,564407,192196824,293525223,546899894,1325101951,4566994789,816590971,860811794,418330337,216722625,216879674,0,96378146,144348629,2467321,128135220,119123,240053477,60666117
충청북도 청주시,1106358778,1704993999,263935533,5842407855,217971132,270339838,555238217,1327474468,4794456679,783044718,676442920,473033197,201380453,203299290,0,105490066,125873638,1153940,119585561,5954025282,193220546,49638627
충청북도 충주시,811374500,1771319717,267883733,69889,232422147,274638424,442400050,1171571998,4437168287,670501963,772548751,492421694,197036998,219180479,0,111681215,119071025,1767637,137111977,93901,211079932,49850703
